Size,Weight,Sweetness,Softness,HarvestTime,Ripeness,Acidity,Label
-0.5346353605764351,0.7261869049316328,0.5203703035851681,-0.03935276634247866,-0.8383074478446053,-1.539402444827036,0.7006367448760927,0
-0.38496106037528066,0.403609742564045,0.9674549968507222,-0.1755883775896223,0.6075338397191752,-1.093685268905279,-1.6129123068491191,0
0.6709847321692414,-0.31230953199206524,-0.7964864184906847,-1.264702563040117,-1.0302735592467707,-1.592281470801655,1.8910134732601174,0
1.4287642688651265,1.6680095849404202,0.8791163944195826,-1.7614422140445496,-0.8493300378085146,-0.9491549720541155,0.1818121282431279,0
2.6657594003428304,0.9265372878277764,-0.2512966044754821,0.19075975391141584,-0.9971380643233294,2.154903852832904,0.5426734293491665,1
1.8448832133895339,0.016130728030113728,-0.7604272532170785,0.3205191160242964,-0.6109858661472483,0.9264202965623867,-0.5308740767530372,1
1.8324573831775695,-1.1224562556193867,-0.2687696723165593,-1.6890188163159503,-0.39077679583296765,1.1201683672224783,-0.37427154239479365,1
2.030551765812837,-0.24422106878653338,-1.0225171705126992,0.3352190479189046,-1.4617848218491278,1.2032895227555387,-0.794329486392622,1
1.2960613637996676,-0.06551951435895043,-0.11871909993809278,-0.12012714977157406,-1.665630689338661,2.1403917535745838,0.09887506448902908,1
1.7079114344310025,-0.8307924741242929,0.3471685484296265,-0.38044484795425026,-2.248298888713938,0.8487156517349944,-0.4021446826566895,1
0.3884212450881267,-1.6420530797628932,1.8997658857391266,-1.6500141814543385,-1.0253760978502615,0.6529916785908051,0.47995591132036836,1
1.0939448068988709,-0.4247243187626589,-0.9630568551422418,-0.9136161468069295,-2.058724874277133,2.1294102172943363,-0.22165823240310453,1
-0.33908751806184445,1.9626573503788702,0.32175776799772887,-1.5751365733854157,-0.6850380222778786,-1.7456109920665104,1.7985446654344246,0
1.3519596662500626,0.5724268140719,-0.21055236234940775,0.7479421501639675,-2.583992282888469,0.9776250569063978,1.8333833508565807,1
-0.29366077842299076,1.7069264012172312,0.3004623366776688,0.5164944327146221,-1.172935558063648,-1.9241174211625345,-0.36089571344812355,0
2.1701815858774096,-1.3415128305383563,1.6594640282404436,-0.7649732903226826,-0.48853484304881056,1.4891093384586358,-0.7113465913751159,1
0.39838931396500665,0.16822352463449575,0.2501409775672672,-0.9635320710441351,-1.0371022371657268,-1.4314959793879518,-1.76194195177833,0
0.668425818969389,1.1535893437747475,-1.994318596481702,1.5693367679432257,-0.8978547237667265,-1.1437948641262357,2.287700491732137,0
